"","X","x","spectrum.density","library","TF","pos"
"1685",5,0.125,0.39796666913431,"NCAP-SELEX","NR4A2","Region 35-74"
"1686",6,0.15,0.405901660483995,"NCAP-SELEX","NR4A2","Region 35-74"
"1687",7,0.175,0.399774017413658,"NCAP-SELEX","NR4A2","Region 35-74"
"1688",8,0.2,0.391600721428091,"NCAP-SELEX","NR4A2","Region 35-74"
"1689",9,0.225,0.381895883664031,"NCAP-SELEX","NR4A2","Region 35-74"
"1690",10,0.25,0.380983431182357,"NCAP-SELEX","NR4A2","Region 35-74"
"1691",11,0.275,0.382392854642536,"NCAP-SELEX","NR4A2","Region 35-74"
"1692",12,0.3,0.37787811609143,"NCAP-SELEX","NR4A2","Region 35-74"
"1693",13,0.325,0.374333225071048,"NCAP-SELEX","NR4A2","Region 35-74"
"1694",14,0.35,0.378628164547869,"NCAP-SELEX","NR4A2","Region 35-74"
"1695",15,0.375,0.384784264220955,"NCAP-SELEX","NR4A2","Region 35-74"
"1696",16,0.4,0.375314421229642,"NCAP-SELEX","NR4A2","Region 35-74"
"1697",17,0.425,0.382193616664986,"NCAP-SELEX","NR4A2","Region 35-74"
"1698",18,0.45,0.390274837170177,"NCAP-SELEX","NR4A2","Region 35-74"
"1699",19,0.475,0.381231209358892,"NCAP-SELEX","NR4A2","Region 35-74"
"1700",20,0.5,0.37799070822372,"NCAP-SELEX","NR4A2","Region 35-74"
"1701",21,0.025,0.236632110216162,"Nucleosome-SELEX","NR4A2","Region 35-74"
"1702",22,0.05,0.329768827603244,"Nucleosome-SELEX","NR4A2","Region 35-74"
"1703",23,0.075,0.351476777528981,"Nucleosome-SELEX","NR4A2","Region 35-74"
"1704",24,0.1,0.407426008229897,"Nucleosome-SELEX","NR4A2","Region 35-74"
"1705",25,0.125,0.350362696181996,"Nucleosome-SELEX","NR4A2","Region 35-74"
"1706",26,0.15,0.347534453113018,"Nucleosome-SELEX","NR4A2","Region 35-74"
"1707",27,0.175,0.362293379206848,"Nucleosome-SELEX","NR4A2","Region 35-74"
"1708",28,0.2,0.354475230856063,"Nucleosome-SELEX","NR4A2","Region 35-74"
"1709",29,0.225,0.357407974086795,"Nucleosome-SELEX","NR4A2","Region 35-74"
"1710",30,0.25,0.359929730767576,"Nucleosome-SELEX","NR4A2","Region 35-74"
"1711",31,0.275,0.358067548374241,"Nucleosome-SELEX","NR4A2","Region 35-74"
"1712",32,0.3,0.359366744717716,"Nucleosome-SELEX","NR4A2","Region 35-74"
"1713",33,0.325,0.366558580564999,"Nucleosome-SELEX","NR4A2","Region 35-74"
"1714",34,0.35,0.365006608008679,"Nucleosome-SELEX","NR4A2","Region 35-74"
"1715",35,0.375,0.36109506552871,"Nucleosome-SELEX","NR4A2","Region 35-74"
"1716",36,0.4,0.366622811708124,"Nucleosome-SELEX","NR4A2","Region 35-74"
"1717",37,0.425,0.350261531842414,"Nucleosome-SELEX","NR4A2","Region 35-74"
"1718",38,0.45,0.360957753116207,"Nucleosome-SELEX","NR4A2","Region 35-74"
"1719",39,0.475,0.356963849720883,"Nucleosome-SELEX","NR4A2","Region 35-74"
"1720",40,0.5,0.365440853284069,"Nucleosome-SELEX","NR4A2","Region 35-74"
"1721",41,0.025,0.244943086596542,"HT-SELEX","NR4A2","Region 35-74"
"1722",42,0.05,0.360089405165978,"HT-SELEX","NR4A2","Region 35-74"
"1723",43,0.075,0.357681544242531,"HT-SELEX","NR4A2","Region 35-74"
"1724",44,0.1,0.376541230465008,"HT-SELEX","NR4A2","Region 35-74"
"1725",45,0.125,0.390172150102809,"HT-SELEX","NR4A2","Region 35-74"
"1726",46,0.15,0.389649917216085,"HT-SELEX","NR4A2","Region 35-74"
"1727",47,0.175,0.386114942616375,"HT-SELEX","NR4A2","Region 35-74"
"1728",48,0.2,0.364265892532212,"HT-SELEX","NR4A2","Region 35-74"
"1729",49,0.225,0.376253543384954,"HT-SELEX","NR4A2","Region 35-74"
"1730",50,0.25,0.36563310488108,"HT-SELEX","NR4A2","Region 35-74"
"1731",51,0.275,0.379097352806311,"HT-SELEX","NR4A2","Region 35-74"
"1732",52,0.3,0.359256603454482,"HT-SELEX","NR4A2","Region 35-74"
"1733",53,0.325,0.368518207218717,"HT-SELEX","NR4A2","Region 35-74"
"1734",54,0.35,0.36543606997948,"HT-SELEX","NR4A2","Region 35-74"
"1735",55,0.375,0.365690951695324,"HT-SELEX","NR4A2","Region 35-74"
"1736",56,0.4,0.36868267756206,"HT-SELEX","NR4A2","Region 35-74"
"1737",57,0.425,0.366121043314475,"HT-SELEX","NR4A2","Region 35-74"
"1738",58,0.45,0.359879649989567,"HT-SELEX","NR4A2","Region 35-74"
"1739",59,0.475,0.366207521480442,"HT-SELEX","NR4A2","Region 35-74"
"1740",60,0.5,0.383614994159932,"HT-SELEX","NR4A2","Region 35-74"
"1741",1,0.025,0.252271159628364,"NCAP-SELEX","ATOH1","Region 35-74"
"1742",2,0.05,0.355379453067914,"NCAP-SELEX","ATOH1","Region 35-74"
"1743",3,0.075,0.382181279309809,"NCAP-SELEX","ATOH1","Region 35-74"
"1744",4,0.1,0.389269133200141,"NCAP-SELEX","ATOH1","Region 35-74"
"1745",5,0.125,0.375503412047305,"NCAP-SELEX","ATOH1","Region 35-74"
"1746",6,0.15,0.376466297861273,"NCAP-SELEX","ATOH1","Region 35-74"
"1747",7,0.175,0.375739786204837,"NCAP-SELEX","ATOH1","Region 35-74"
"1748",8,0.2,0.369846572064733,"NCAP-SELEX","ATOH1","Region 35-74"
"1749",9,0.225,0.379537331796816,"NCAP-SELEX","ATOH1","Region 35-74"
"1750",10,0.25,0.383989301060033,"NCAP-SELEX","ATOH1","Region 35-74"
"1751",11,0.275,0.384547126201134,"NCAP-SELEX","ATOH1","Region 35-74"
"1752",12,0.3,0.368523508774401,"NCAP-SELEX","ATOH1","Region 35-74"
"1753",13,0.325,0.379998018061746,"NCAP-SELEX","ATOH1","Region 35-74"
"1754",14,0.35,0.371105528572649,"NCAP-SELEX","ATOH1","Region 35-74"
"1755",15,0.375,0.37830100395425,"NCAP-SELEX","ATOH1","Region 35-74"
"1756",16,0.4,0.38265854989465,"NCAP-SELEX","ATOH1","Region 35-74"
"1757",17,0.425,0.376533256826355,"NCAP-SELEX","ATOH1","Region 35-74"
"1758",18,0.45,0.375162861709917,"NCAP-SELEX","ATOH1","Region 35-74"
"1759",19,0.475,0.369616804243463,"NCAP-SELEX","ATOH1","Region 35-74"
"1760",20,0.5,0.364385234448294,"NCAP-SELEX","ATOH1","Region 35-74"
"1761",21,0.025,0.239435853051172,"Nucleosome-SELEX","ATOH1","Region 35-74"
"1762",22,0.05,0.334322466564714,"Nucleosome-SELEX","ATOH1","Region 35-74"
"1763",23,0.075,0.355082607462714,"Nucleosome-SELEX","ATOH1","Region 35-74"
"1764",24,0.1,0.430998197573368,"Nucleosome-SELEX","ATOH1","Region 35-74"
"1765",25,0.125,0.351933566668276,"Nucleosome-SELEX","ATOH1","Region 35-74"
"1766",26,0.15,0.358148564729229,"Nucleosome-SELEX","ATOH1","Region 35-74"
"1767",27,0.175,0.367308480036934,"Nucleosome-SELEX","ATOH1","Region 35-74"
"1768",28,0.2,0.352936836205869,"Nucleosome-SELEX","ATOH1","Region 35-74"
"1769",29,0.225,0.365517109415444,"Nucleosome-SELEX","ATOH1","Region 35-74"
"1770",30,0.25,0.359779603573312,"Nucleosome-SELEX","ATOH1","Region 35-74"
"1771",31,0.275,0.344873745442374,"Nucleosome-SELEX","ATOH1","Region 35-74"
"1772",32,0.3,0.354957555487393,"Nucleosome-SELEX","ATOH1","Region 35-74"
"1773",33,0.325,0.355810151742616,"Nucleosome-SELEX","ATOH1","Region 35-74"
"1774",34,0.35,0.368975791683993,"Nucleosome-SELEX","ATOH1","Region 35-74"
"1775",35,0.375,0.364697194565257,"Nucleosome-SELEX","ATOH1","Region 35-74"
"1776",36,0.4,0.363217025740478,"Nucleosome-SELEX","ATOH1","Region 35-74"
"1777",37,0.425,0.378739720027008,"Nucleosome-SELEX","ATOH1","Region 35-74"
"1778",38,0.45,0.363501980796137,"Nucleosome-SELEX","ATOH1","Region 35-74"
"1779",39,0.475,0.368090103282119,"Nucleosome-SELEX","ATOH1","Region 35-74"
"1780",40,0.5,0.37256952876334,"Nucleosome-SELEX","ATOH1","Region 35-74"
"1781",41,0.025,0.2362452539302,"HT-SELEX","ATOH1","Region 35-74"
"1782",42,0.05,0.335729154278897,"HT-SELEX","ATOH1","Region 35-74"
"1783",43,0.075,0.354892492582527,"HT-SELEX","ATOH1","Region 35-74"
"1784",44,0.1,0.359285772454493,"HT-SELEX","ATOH1","Region 35-74"
"1785",45,0.125,0.35775858132033,"HT-SELEX","ATOH1","Region 35-74"
"1786",46,0.15,0.359941017944604,"HT-SELEX","ATOH1","Region 35-74"
"1787",47,0.175,0.36606581842587,"HT-SELEX","ATOH1","Region 35-74"
"1788",48,0.2,0.364082612652305,"HT-SELEX","ATOH1","Region 35-74"
"1789",49,0.225,0.358076341045398,"HT-SELEX","ATOH1","Region 35-74"
"1790",50,0.25,0.364193356802972,"HT-SELEX","ATOH1","Region 35-74"
"1791",51,0.275,0.356298539485787,"HT-SELEX","ATOH1","Region 35-74"
"1792",52,0.3,0.365629453126473,"HT-SELEX","ATOH1","Region 35-74"
"1793",53,0.325,0.369619835124625,"HT-SELEX","ATOH1","Region 35-74"
"1794",54,0.35,0.357098877922638,"HT-SELEX","ATOH1","Region 35-74"
"1795",55,0.375,0.364291073767347,"HT-SELEX","ATOH1","Region 35-74"
"1796",56,0.4,0.367695762468465,"HT-SELEX","ATOH1","Region 35-74"
"1797",57,0.425,0.365913333130071,"HT-SELEX","ATOH1","Region 35-74"
"1798",58,0.45,0.366408584955743,"HT-SELEX","ATOH1","Region 35-74"
"1799",59,0.475,0.363206705583446,"HT-SELEX","ATOH1","Region 35-74"
"1800",60,0.5,0.367109460176826,"HT-SELEX","ATOH1","Region 35-74"
"1801",1,0.025,0.259555327648503,"NCAP-SELEX","SOX7","Region 35-74"
"1802",2,0.05,0.359225404958826,"NCAP-SELEX","SOX7","Region 35-74"
"1803",3,0.075,0.379357252547981,"NCAP-SELEX","SOX7","Region 35-74"
"1804",4,0.1,0.382075769060732,"NCAP-SELEX","SOX7","Region 35-74"
"1805",5,0.125,0.367870590957535,"NCAP-SELEX","SOX7","Region 35-74"
"1806",6,0.15,0.369512370490554,"NCAP-SELEX","SOX7","Region 35-74"
"1807",7,0.175,0.379364212135388,"NCAP-SELEX","SOX7","Region 35-74"
"1808",8,0.2,0.384269805481169,"NCAP-SELEX","SOX7","Region 35-74"
"1809",9,0.225,0.375568060267815,"NCAP-SELEX","SOX7","Region 35-74"
"1810",10,0.25,0.373615189693609,"NCAP-SELEX","SOX7","Region 35-74"
"1811",11,0.275,0.374331606823282,"NCAP-SELEX","SOX7","Region 35-74"
"1812",12,0.3,0.383127495968108,"NCAP-SELEX","SOX7","Region 35-74"
"1813",13,0.325,0.387586871687785,"NCAP-SELEX","SOX7","Region 35-74"
"1814",14,0.35,0.39071956110801,"NCAP-SELEX","SOX7","Region 35-74"
"1815",15,0.375,0.380036258131183,"NCAP-SELEX","SOX7","Region 35-74"
"1816",16,0.4,0.383376808213985,"NCAP-SELEX","SOX7","Region 35-74"
"1817",17,0.425,0.378891517477211,"NCAP-SELEX","SOX7","Region 35-74"
"1818",18,0.45,0.371943811115313,"NCAP-SELEX","SOX7","Region 35-74"
"1819",19,0.475,0.372584251013771,"NCAP-SELEX","SOX7","Region 35-74"
"1820",20,0.5,0.383160893604799,"NCAP-SELEX","SOX7","Region 35-74"
"1821",21,0.025,0.239544690448144,"Nucleosome-SELEX","SOX7","Region 35-74"
"1822",22,0.05,0.319620658841199,"Nucleosome-SELEX","SOX7","Region 35-74"
"1823",23,0.075,0.341321073247798,"Nucleosome-SELEX","SOX7","Region 35-74"
"1824",24,0.1,0.426124816198556,"Nucleosome-SELEX","SOX7","Region 35-74"
"1825",25,0.125,0.361653214804573,"Nucleosome-SELEX","SOX7","Region 35-74"
"1826",26,0.15,0.356506154065384,"Nucleosome-SELEX","SOX7","Region 35-74"
"1827",27,0.175,0.362967568130094,"Nucleosome-SELEX","SOX7","Region 35-74"
"1828",28,0.2,0.356600158665075,"Nucleosome-SELEX","SOX7","Region 35-74"
"1829",29,0.225,0.373067430893458,"Nucleosome-SELEX","SOX7","Region 35-74"
"1830",30,0.25,0.356943217110951,"Nucleosome-SELEX","SOX7","Region 35-74"
"1831",31,0.275,0.360369850794058,"Nucleosome-SELEX","SOX7","Region 35-74"
"1832",32,0.3,0.356161293327213,"Nucleosome-SELEX","SOX7","Region 35-74"
"1833",33,0.325,0.351222937334454,"Nucleosome-SELEX","SOX7","Region 35-74"
"1834",34,0.35,0.368180861167447,"Nucleosome-SELEX","SOX7","Region 35-74"
"1835",35,0.375,0.357416572622274,"Nucleosome-SELEX","SOX7","Region 35-74"
"1836",36,0.4,0.365128813478559,"Nucleosome-SELEX","SOX7","Region 35-74"
"1837",37,0.425,0.380002608125451,"Nucleosome-SELEX","SOX7","Region 35-74"
"1838",38,0.45,0.368739724120953,"Nucleosome-SELEX","SOX7","Region 35-74"
"1839",39,0.475,0.379128145214872,"Nucleosome-SELEX","SOX7","Region 35-74"
"1840",40,0.5,0.360410496752835,"Nucleosome-SELEX","SOX7","Region 35-74"
"1841",41,0.025,0.274960727046649,"HT-SELEX","SOX7","Region 35-74"
"1842",42,0.05,0.365748729034734,"HT-SELEX","SOX7","Region 35-74"
"1843",43,0.075,0.366065276649702,"HT-SELEX","SOX7","Region 35-74"
"1844",44,0.1,0.353144600107685,"HT-SELEX","SOX7","Region 35-74"
"1845",45,0.125,0.357268003712158,"HT-SELEX","SOX7","Region 35-74"
"1846",46,0.15,0.360852366859983,"HT-SELEX","SOX7","Region 35-74"
"1847",47,0.175,0.358806127877916,"HT-SELEX","SOX7","Region 35-74"
"1848",48,0.2,0.365654693411193,"HT-SELEX","SOX7","Region 35-74"
"1849",49,0.225,0.367646730556736,"HT-SELEX","SOX7","Region 35-74"
"1850",50,0.25,0.375132224447171,"HT-SELEX","SOX7","Region 35-74"
"1851",51,0.275,0.364085610674966,"HT-SELEX","SOX7","Region 35-74"
"1852",52,0.3,0.370235898042699,"HT-SELEX","SOX7","Region 35-74"
"1853",53,0.325,0.381006212318468,"HT-SELEX","SOX7","Region 35-74"
"1854",54,0.35,0.376948145841262,"HT-SELEX","SOX7","Region 35-74"
"1855",55,0.375,0.379562445684506,"HT-SELEX","SOX7","Region 35-74"
"1856",56,0.4,0.377501502624723,"HT-SELEX","SOX7","Region 35-74"
"1857",57,0.425,0.380186356644459,"HT-SELEX","SOX7","Region 35-74"
"1858",58,0.45,0.36222291145535,"HT-SELEX","SOX7","Region 35-74"
"1859",59,0.475,0.347167349443545,"HT-SELEX","SOX7","Region 35-74"
"1860",60,0.5,0.337110248374025,"HT-SELEX","SOX7","Region 35-74"
"1861",1,0.025,0.248518756232097,"NCAP-SELEX","GATA4","Region 35-74"
"1862",2,0.05,0.349978931897953,"NCAP-SELEX","GATA4","Region 35-74"
"1863",3,0.075,0.370155561123532,"NCAP-SELEX","GATA4","Region 35-74"
"1864",4,0.1,0.382570949352227,"NCAP-SELEX","GATA4","Region 35-74"
"1865",5,0.125,0.374621991381609,"NCAP-SELEX","GATA4","Region 35-74"
"1866",6,0.15,0.37855769449345,"NCAP-SELEX","GATA4","Region 35-74"
"1867",7,0.175,0.374052486160318,"NCAP-SELEX","GATA4","Region 35-74"
"1868",8,0.2,0.382218865471452,"NCAP-SELEX","GATA4","Region 35-74"
"1869",9,0.225,0.383672501377045,"NCAP-SELEX","GATA4","Region 35-74"
"1870",10,0.25,0.380972158069401,"NCAP-SELEX","GATA4","Region 35-74"
"1871",11,0.275,0.386814626341231,"NCAP-SELEX","GATA4","Region 35-74"
"1872",12,0.3,0.39337774930859,"NCAP-SELEX","GATA4","Region 35-74"
"1873",13,0.325,0.401100665056081,"NCAP-SELEX","GATA4","Region 35-74"
"1874",14,0.35,0.411597314448232,"NCAP-SELEX","GATA4","Region 35-74"
"1875",15,0.375,0.42623968151549,"NCAP-SELEX","GATA4","Region 35-74"
"1876",16,0.4,0.423279415341625,"NCAP-SELEX","GATA4","Region 35-74"
"1877",17,0.425,0.424936908827427,"NCAP-SELEX","GATA4","Region 35-74"
"1878",18,0.45,0.429971464768931,"NCAP-SELEX","GATA4","Region 35-74"
"1879",19,0.475,0.418912926153342,"NCAP-SELEX","GATA4","Region 35-74"
"1880",20,0.5,0.425813164362769,"NCAP-SELEX","GATA4","Region 35-74"
"1881",21,0.025,0.239889891784432,"Nucleosome-SELEX","GATA4","Region 35-74"
"1882",22,0.05,0.335461374910387,"Nucleosome-SELEX","GATA4","Region 35-74"
"1883",23,0.075,0.345413904015697,"Nucleosome-SELEX","GATA4","Region 35-74"
"1884",24,0.1,0.407447074191392,"Nucleosome-SELEX","GATA4","Region 35-74"
"1885",25,0.125,0.345902655737781,"Nucleosome-SELEX","GATA4","Region 35-74"
"1886",26,0.15,0.346216146324886,"Nucleosome-SELEX","GATA4","Region 35-74"
"1887",27,0.175,0.361167418871353,"Nucleosome-SELEX","GATA4","Region 35-74"
"1888",28,0.2,0.363302368526204,"Nucleosome-SELEX","GATA4","Region 35-74"
"1889",29,0.225,0.378373199214351,"Nucleosome-SELEX","GATA4","Region 35-74"
"1890",30,0.25,0.364355266971647,"Nucleosome-SELEX","GATA4","Region 35-74"
"1891",31,0.275,0.34980155232617,"Nucleosome-SELEX","GATA4","Region 35-74"
"1892",32,0.3,0.35141546683594,"Nucleosome-SELEX","GATA4","Region 35-74"
"1893",33,0.325,0.349889979945106,"Nucleosome-SELEX","GATA4","Region 35-74"
"1894",34,0.35,0.370341784865168,"Nucleosome-SELEX","GATA4","Region 35-74"
"1895",35,0.375,0.354980975946862,"Nucleosome-SELEX","GATA4","Region 35-74"
"1896",36,0.4,0.357990362140302,"Nucleosome-SELEX","GATA4","Region 35-74"
"1897",37,0.425,0.353192934173348,"Nucleosome-SELEX","GATA4","Region 35-74"
"1898",38,0.45,0.362539291567269,"Nucleosome-SELEX","GATA4","Region 35-74"
"1899",39,0.475,0.358118185858005,"Nucleosome-SELEX","GATA4","Region 35-74"
"1900",40,0.5,0.376021369160708,"Nucleosome-SELEX","GATA4","Region 35-74"
"1901",41,0.025,0.263908968301197,"HT-SELEX","GATA4","Region 35-74"
"1902",42,0.05,0.35535125094768,"HT-SELEX","GATA4","Region 35-74"
"1903",43,0.075,0.358586245325956,"HT-SELEX","GATA4","Region 35-74"
"1904",44,0.1,0.366539597912356,"HT-SELEX","GATA4","Region 35-74"
"1905",45,0.125,0.35675483593152,"HT-SELEX","GATA4","Region 35-74"
"1906",46,0.15,0.360582459680724,"HT-SELEX","GATA4","Region 35-74"
"1907",47,0.175,0.353059363081052,"HT-SELEX","GATA4","Region 35-74"
"1908",48,0.2,0.349928692298422,"HT-SELEX","GATA4","Region 35-74"
"1909",49,0.225,0.356515311874447,"HT-SELEX","GATA4","Region 35-74"
"1910",50,0.25,0.363049837187262,"HT-SELEX","GATA4","Region 35-74"
"1911",51,0.275,0.38811519874959,"HT-SELEX","GATA4","Region 35-74"
"1912",52,0.3,0.397614858673212,"HT-SELEX","GATA4","Region 35-74"
"1913",53,0.325,0.401987551935855,"HT-SELEX","GATA4","Region 35-74"
"1914",54,0.35,0.440304560469874,"HT-SELEX","GATA4","Region 35-74"
"1915",55,0.375,0.438174534797487,"HT-SELEX","GATA4","Region 35-74"
"1916",56,0.4,0.456312287151529,"HT-SELEX","GATA4","Region 35-74"
"1917",57,0.425,0.464123789242172,"HT-SELEX","GATA4","Region 35-74"
"1918",58,0.45,0.454153748376829,"HT-SELEX","GATA4","Region 35-74"
"1919",59,0.475,0.434553900110043,"HT-SELEX","GATA4","Region 35-74"
"1920",60,0.5,0.43378784917722,"HT-SELEX","GATA4","Region 35-74"
"1921",1,0.025,0.241809066460156,"NCAP-SELEX","VENTX","Region 35-74"
"1922",2,0.05,0.341276504494798,"NCAP-SELEX","VENTX","Region 35-74"
"1923",3,0.075,0.391274945445062,"NCAP-SELEX","VENTX","Region 35-74"
"1924",4,0.1,0.394570297153529,"NCAP-SELEX","VENTX","Region 35-74"
"1925",5,0.125,0.385184482993742,"NCAP-SELEX","VENTX","Region 35-74"
"1926",6,0.15,0.398110823754935,"NCAP-SELEX","VENTX","Region 35-74"
"1927",7,0.175,0.398115019000302,"NCAP-SELEX","VENTX","Region 35-74"
"1928",8,0.2,0.401487187357582,"NCAP-SELEX","VENTX","Region 35-74"
"1929",9,0.225,0.398299668229735,"NCAP-SELEX","VENTX","Region 35-74"
"1930",10,0.25,0.410176163792077,"NCAP-SELEX","VENTX","Region 35-74"
"1931",11,0.275,0.413510049658467,"NCAP-SELEX","VENTX","Region 35-74"
"1932",12,0.3,0.41422187215496,"NCAP-SELEX","VENTX","Region 35-74"
"1933",13,0.325,0.413014595716043,"NCAP-SELEX","VENTX","Region 35-74"
"1934",14,0.35,0.394627765391111,"NCAP-SELEX","VENTX","Region 35-74"
"1935",15,0.375,0.380465276606529,"NCAP-SELEX","VENTX","Region 35-74"
"1936",16,0.4,0.379182583320279,"NCAP-SELEX","VENTX","Region 35-74"
"1937",17,0.425,0.373776218056912,"NCAP-SELEX","VENTX","Region 35-74"
"1938",18,0.45,0.370155922561438,"NCAP-SELEX","VENTX","Region 35-74"
"1939",19,0.475,0.359038456270834,"NCAP-SELEX","VENTX","Region 35-74"
"1940",20,0.5,0.362484323986924,"NCAP-SELEX","VENTX","Region 35-74"
"1941",21,0.025,0.234612470742004,"Nucleosome-SELEX","VENTX","Region 35-74"
"1942",22,0.05,0.335483633459648,"Nucleosome-SELEX","VENTX","Region 35-74"
"1943",23,0.075,0.335189836350598,"Nucleosome-SELEX","VENTX","Region 35-74"
"1944",24,0.1,0.428367184742629,"Nucleosome-SELEX","VENTX","Region 35-74"
"1945",25,0.125,0.350496199737976,"Nucleosome-SELEX","VENTX","Region 35-74"
"1946",26,0.15,0.35732929870287,"Nucleosome-SELEX","VENTX","Region 35-74"
"1947",27,0.175,0.355903753316043,"Nucleosome-SELEX","VENTX","Region 35-74"
"1948",28,0.2,0.377718540481968,"Nucleosome-SELEX","VENTX","Region 35-74"
"1949",29,0.225,0.37680113426964,"Nucleosome-SELEX","VENTX","Region 35-74"
"1950",30,0.25,0.36156293793569,"Nucleosome-SELEX","VENTX","Region 35-74"
"1951",31,0.275,0.345063915353406,"Nucleosome-SELEX","VENTX","Region 35-74"
"1952",32,0.3,0.354264065082125,"Nucleosome-SELEX","VENTX","Region 35-74"
"1953",33,0.325,0.374008001384206,"Nucleosome-SELEX","VENTX","Region 35-74"
"1954",34,0.35,0.369115707303925,"Nucleosome-SELEX","VENTX","Region 35-74"
"1955",35,0.375,0.35503112963162,"Nucleosome-SELEX","VENTX","Region 35-74"
"1956",36,0.4,0.379355318707463,"Nucleosome-SELEX","VENTX","Region 35-74"
"1957",37,0.425,0.375734922579894,"Nucleosome-SELEX","VENTX","Region 35-74"
"1958",38,0.45,0.355586696050811,"Nucleosome-SELEX","VENTX","Region 35-74"
"1959",39,0.475,0.359888088053921,"Nucleosome-SELEX","VENTX","Region 35-74"
"1960",40,0.5,0.378917434426415,"Nucleosome-SELEX","VENTX","Region 35-74"
"1961",41,0.025,0.220366109925087,"HT-SELEX","VENTX","Region 35-74"
"1962",42,0.05,0.316046639537478,"HT-SELEX","VENTX","Region 35-74"
"1963",43,0.075,0.370702539741579,"HT-SELEX","VENTX","Region 35-74"
"1964",44,0.1,0.394496288166291,"HT-SELEX","VENTX","Region 35-74"
"1965",45,0.125,0.389809336720429,"HT-SELEX","VENTX","Region 35-74"
"1966",46,0.15,0.393078690789301,"HT-SELEX","VENTX","Region 35-74"
"1967",47,0.175,0.415097819598712,"HT-SELEX","VENTX","Region 35-74"
"1968",48,0.2,0.440349929489037,"HT-SELEX","VENTX","Region 35-74"
"1969",49,0.225,0.453277789112957,"HT-SELEX","VENTX","Region 35-74"
"1970",50,0.25,0.482416108125066,"HT-SELEX","VENTX","Region 35-74"
"1971",51,0.275,0.495163744687797,"HT-SELEX","VENTX","Region 35-74"
"1972",52,0.3,0.509868443888571,"HT-SELEX","VENTX","Region 35-74"
"1973",53,0.325,0.493075371298802,"HT-SELEX","VENTX","Region 35-74"
"1974",54,0.35,0.455125730887455,"HT-SELEX","VENTX","Region 35-74"
"1975",55,0.375,0.420655998690238,"HT-SELEX","VENTX","Region 35-74"
"1976",56,0.4,0.396891387466887,"HT-SELEX","VENTX","Region 35-74"
"1977",57,0.425,0.370135718927248,"HT-SELEX","VENTX","Region 35-74"
"1978",58,0.45,0.361506248104058,"HT-SELEX","VENTX","Region 35-74"
"1979",59,0.475,0.347120395337574,"HT-SELEX","VENTX","Region 35-74"
"1980",60,0.5,0.344189526915796,"HT-SELEX","VENTX","Region 35-74"
"1981",1,0.025,0.25115747643444,"NCAP-SELEX","BHLHA15","Region 35-74"
"1982",2,0.05,0.356861789921413,"NCAP-SELEX","BHLHA15","Region 35-74"
"1983",3,0.075,0.374207403678994,"NCAP-SELEX","BHLHA15","Region 35-74"
"1984",4,0.1,0.379313241110918,"NCAP-SELEX","BHLHA15","Region 35-74"
"1985",5,0.125,0.381046580092983,"NCAP-SELEX","BHLHA15","Region 35-74"
"1986",6,0.15,0.372182719563882,"NCAP-SELEX","BHLHA15","Region 35-74"
"1987",7,0.175,0.37673646023318,"NCAP-SELEX","BHLHA15","Region 35-74"
"1988",8,0.2,0.371048288073758,"NCAP-SELEX","BHLHA15","Region 35-74"
"1989",9,0.225,0.363612887788685,"NCAP-SELEX","BHLHA15","Region 35-74"
"1990",10,0.25,0.371279553637746,"NCAP-SELEX","BHLHA15","Region 35-74"
"1991",11,0.275,0.369823374198526,"NCAP-SELEX","BHLHA15","Region 35-74"
"1992",12,0.3,0.368019640765314,"NCAP-SELEX","BHLHA15","Region 35-74"
"1993",13,0.325,0.368305330064716,"NCAP-SELEX","BHLHA15","Region 35-74"
"1994",14,0.35,0.390358102563875,"NCAP-SELEX","BHLHA15","Region 35-74"
"1995",15,0.375,0.384711437193064,"NCAP-SELEX","BHLHA15","Region 35-74"
"1996",16,0.4,0.388785502050079,"NCAP-SELEX","BHLHA15","Region 35-74"
"1997",17,0.425,0.391051050868936,"NCAP-SELEX","BHLHA15","Region 35-74"
"1998",18,0.45,0.390260390923342,"NCAP-SELEX","BHLHA15","Region 35-74"
"1999",19,0.475,0.392140318761548,"NCAP-SELEX","BHLHA15","Region 35-74"
"2000",20,0.5,0.388290262690722,"NCAP-SELEX","BHLHA15","Region 35-74"
"2001",21,0.025,0.240117451615992,"Nucleosome-SELEX","BHLHA15","Region 35-74"
"2002",22,0.05,0.331375974041044,"Nucleosome-SELEX","BHLHA15","Region 35-74"
"2003",23,0.075,0.35910788930306,"Nucleosome-SELEX","BHLHA15","Region 35-74"
"2004",24,0.1,0.442717679825585,"Nucleosome-SELEX","BHLHA15","Region 35-74"
"2005",25,0.125,0.362186279457857,"Nucleosome-SELEX","BHLHA15","Region 35-74"
"2006",26,0.15,0.359417245487418,"Nucleosome-SELEX","BHLHA15","Region 35-74"
"2007",27,0.175,0.365889375470745,"Nucleosome-SELEX","BHLHA15","Region 35-74"
"2008",28,0.2,0.351343188341743,"Nucleosome-SELEX","BHLHA15","Region 35-74"
"2009",29,0.225,0.369952115327506,"Nucleosome-SELEX","BHLHA15","Region 35-74"
"2010",30,0.25,0.351460410774231,"Nucleosome-SELEX","BHLHA15","Region 35-74"
"2011",31,0.275,0.356854093639181,"Nucleosome-SELEX","BHLHA15","Region 35-74"
