study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJEB22684	SAMEA104680638	ERX2435124	ERR2394321	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/001/ERR2394321/ERR2394321_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/001/ERR2394321/ERR2394321_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394321/HT-SELEX__ligand-lig147__TF-HOXA2__cycle-1__batch-FJ45__well-C12__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394321/HT-SELEX__ligand-lig147__TF-HOXA2__cycle-1__batch-FJ45__well-C12__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/001/ERR2394321
PRJEB22684	SAMEA104680639	ERX2435125	ERR2394322	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/002/ERR2394322/ERR2394322_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/002/ERR2394322/ERR2394322_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394322/HT-SELEX__ligand-lig147__TF-HOXA2__cycle-2__batch-FJ45__well-C12__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394322/HT-SELEX__ligand-lig147__TF-HOXA2__cycle-2__batch-FJ45__well-C12__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/002/ERR2394322
PRJEB22684	SAMEA104680640	ERX2435126	ERR2394323	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/003/ERR2394323/ERR2394323_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/003/ERR2394323/ERR2394323_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394323/HT-SELEX__ligand-lig147__TF-HOXA2__cycle-3__batch-FJ45__well-C12__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394323/HT-SELEX__ligand-lig147__TF-HOXA2__cycle-3__batch-FJ45__well-C12__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/003/ERR2394323
PRJEB22684	SAMEA104680641	ERX2435127	ERR2394324	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/004/ERR2394324/ERR2394324_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/004/ERR2394324/ERR2394324_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394324/HT-SELEX__ligand-lig147__TF-HOXA2__cycle-4__batch-FJ45__well-C12__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394324/HT-SELEX__ligand-lig147__TF-HOXA2__cycle-4__batch-FJ45__well-C12__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/004/ERR2394324
PRJEB22684	SAMEA104680642	ERX2435128	ERR2394325	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/005/ERR2394325/ERR2394325_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/005/ERR2394325/ERR2394325_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394325/HT-SELEX__ligand-lig147__TF-HOXB13__cycle-1__batch-FJ44__well-L11__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394325/HT-SELEX__ligand-lig147__TF-HOXB13__cycle-1__batch-FJ44__well-L11__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/005/ERR2394325
PRJEB22684	SAMEA104680643	ERX2435129	ERR2394326	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/006/ERR2394326/ERR2394326_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/006/ERR2394326/ERR2394326_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394326/HT-SELEX__ligand-lig147__TF-HOXB13__cycle-2__batch-FJ44__well-L11__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394326/HT-SELEX__ligand-lig147__TF-HOXB13__cycle-2__batch-FJ44__well-L11__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/006/ERR2394326
PRJEB22684	SAMEA104680644	ERX2435130	ERR2394327	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/007/ERR2394327/ERR2394327_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/007/ERR2394327/ERR2394327_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394327/HT-SELEX__ligand-lig147__TF-HOXB13__cycle-3__batch-FJ44__well-L11__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394327/HT-SELEX__ligand-lig147__TF-HOXB13__cycle-3__batch-FJ44__well-L11__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/007/ERR2394327
PRJEB22684	SAMEA104680645	ERX2435131	ERR2394328	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/008/ERR2394328/ERR2394328_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/008/ERR2394328/ERR2394328_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394328/HT-SELEX__ligand-lig147__TF-HOXB7__cycle-1__batch-FJ45__well-C7__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394328/HT-SELEX__ligand-lig147__TF-HOXB7__cycle-1__batch-FJ45__well-C7__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/008/ERR2394328
PRJEB22684	SAMEA104680646	ERX2435132	ERR2394329	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/009/ERR2394329/ERR2394329_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/009/ERR2394329/ERR2394329_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394329/HT-SELEX__ligand-lig147__TF-HOXB7__cycle-2__batch-FJ45__well-C7__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394329/HT-SELEX__ligand-lig147__TF-HOXB7__cycle-2__batch-FJ45__well-C7__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/009/ERR2394329
PRJEB22684	SAMEA104680647	ERX2435133	ERR2394330	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/000/ERR2394330/ERR2394330_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/000/ERR2394330/ERR2394330_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394330/HT-SELEX__ligand-lig147__TF-HOXB7__cycle-3__batch-FJ45__well-C7__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394330/HT-SELEX__ligand-lig147__TF-HOXB7__cycle-3__batch-FJ45__well-C7__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/000/ERR2394330
PRJEB22684	SAMEA104680648	ERX2435134	ERR2394331	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/001/ERR2394331/ERR2394331_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/001/ERR2394331/ERR2394331_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394331/HT-SELEX__ligand-lig147__TF-HOXB7__cycle-4__batch-FJ45__well-C7__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394331/HT-SELEX__ligand-lig147__TF-HOXB7__cycle-4__batch-FJ45__well-C7__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/001/ERR2394331
PRJEB22684	SAMEA104680649	ERX2435135	ERR2394332	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/002/ERR2394332/ERR2394332_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/002/ERR2394332/ERR2394332_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394332/HT-SELEX__ligand-lig147__TF-HOXC10__cycle-1__batch-FJ45__well-N3__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394332/HT-SELEX__ligand-lig147__TF-HOXC10__cycle-1__batch-FJ45__well-N3__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/002/ERR2394332
PRJEB22684	SAMEA104680650	ERX2435136	ERR2394333	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/003/ERR2394333/ERR2394333_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/003/ERR2394333/ERR2394333_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394333/HT-SELEX__ligand-lig147__TF-HOXC10__cycle-2__batch-FJ45__well-N3__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394333/HT-SELEX__ligand-lig147__TF-HOXC10__cycle-2__batch-FJ45__well-N3__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/003/ERR2394333
PRJEB22684	SAMEA104680651	ERX2435137	ERR2394334	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/004/ERR2394334/ERR2394334_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/004/ERR2394334/ERR2394334_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394334/HT-SELEX__ligand-lig147__TF-HOXC10__cycle-3__batch-FJ45__well-N3__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394334/HT-SELEX__ligand-lig147__TF-HOXC10__cycle-3__batch-FJ45__well-N3__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/004/ERR2394334
PRJEB22684	SAMEA104680652	ERX2435138	ERR2394335	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/005/ERR2394335/ERR2394335_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/005/ERR2394335/ERR2394335_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394335/HT-SELEX__ligand-lig147__TF-HOXC10__cycle-4__batch-FJ45__well-N3__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394335/HT-SELEX__ligand-lig147__TF-HOXC10__cycle-4__batch-FJ45__well-N3__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/005/ERR2394335
PRJEB22684	SAMEA104680653	ERX2435139	ERR2394336	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/006/ERR2394336/ERR2394336_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/006/ERR2394336/ERR2394336_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394336/HT-SELEX__ligand-lig147__TF-HOXC11__cycle-1__batch-FJ45__well-J23__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394336/HT-SELEX__ligand-lig147__TF-HOXC11__cycle-1__batch-FJ45__well-J23__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/006/ERR2394336
PRJEB22684	SAMEA104680654	ERX2435140	ERR2394337	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/007/ERR2394337/ERR2394337_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/007/ERR2394337/ERR2394337_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394337/HT-SELEX__ligand-lig147__TF-HOXC11__cycle-2__batch-FJ45__well-J23__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394337/HT-SELEX__ligand-lig147__TF-HOXC11__cycle-2__batch-FJ45__well-J23__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/007/ERR2394337
PRJEB22684	SAMEA104680655	ERX2435141	ERR2394338	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/008/ERR2394338/ERR2394338_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/008/ERR2394338/ERR2394338_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394338/HT-SELEX__ligand-lig147__TF-HOXC11__cycle-3__batch-FJ45__well-J23__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394338/HT-SELEX__ligand-lig147__TF-HOXC11__cycle-3__batch-FJ45__well-J23__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/008/ERR2394338
PRJEB22684	SAMEA104680656	ERX2435142	ERR2394339	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/009/ERR2394339/ERR2394339_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/009/ERR2394339/ERR2394339_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394339/HT-SELEX__ligand-lig147__TF-HOXC11__cycle-4__batch-FJ45__well-J23__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394339/HT-SELEX__ligand-lig147__TF-HOXC11__cycle-4__batch-FJ45__well-J23__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/009/ERR2394339
PRJEB22684	SAMEA104680657	ERX2435143	ERR2394340	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/000/ERR2394340/ERR2394340_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/000/ERR2394340/ERR2394340_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394340/HT-SELEX__ligand-lig147__TF-HOXD10__cycle-1__batch-FJ45__well-A7__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394340/HT-SELEX__ligand-lig147__TF-HOXD10__cycle-1__batch-FJ45__well-A7__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/000/ERR2394340
PRJEB22684	SAMEA104680658	ERX2435144	ERR2394341	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/001/ERR2394341/ERR2394341_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/001/ERR2394341/ERR2394341_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394341/HT-SELEX__ligand-lig147__TF-HOXD10__cycle-2__batch-FJ45__well-A7__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394341/HT-SELEX__ligand-lig147__TF-HOXD10__cycle-2__batch-FJ45__well-A7__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/001/ERR2394341
PRJEB22684	SAMEA104680659	ERX2435145	ERR2394342	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/002/ERR2394342/ERR2394342_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/002/ERR2394342/ERR2394342_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394342/HT-SELEX__ligand-lig147__TF-HOXD10__cycle-3__batch-FJ45__well-A7__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394342/HT-SELEX__ligand-lig147__TF-HOXD10__cycle-3__batch-FJ45__well-A7__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/002/ERR2394342
PRJEB22684	SAMEA104680660	ERX2435146	ERR2394343	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/003/ERR2394343/ERR2394343_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/003/ERR2394343/ERR2394343_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394343/HT-SELEX__ligand-lig147__TF-HOXD10__cycle-4__batch-FJ45__well-A7__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394343/HT-SELEX__ligand-lig147__TF-HOXD10__cycle-4__batch-FJ45__well-A7__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/003/ERR2394343
PRJEB22684	SAMEA104680661	ERX2435147	ERR2394344	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/004/ERR2394344/ERR2394344_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/004/ERR2394344/ERR2394344_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394344/HT-SELEX__ligand-lig147__TF-HOXD12__cycle-1__batch-FJ45__well-E13__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394344/HT-SELEX__ligand-lig147__TF-HOXD12__cycle-1__batch-FJ45__well-E13__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/004/ERR2394344
PRJEB22684	SAMEA104680662	ERX2435148	ERR2394345	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/005/ERR2394345/ERR2394345_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/005/ERR2394345/ERR2394345_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394345/HT-SELEX__ligand-lig147__TF-HOXD12__cycle-2__batch-FJ45__well-E13__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394345/HT-SELEX__ligand-lig147__TF-HOXD12__cycle-2__batch-FJ45__well-E13__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/005/ERR2394345
PRJEB22684	SAMEA104680663	ERX2435149	ERR2394346	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/006/ERR2394346/ERR2394346_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/006/ERR2394346/ERR2394346_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394346/HT-SELEX__ligand-lig147__TF-HOXD12__cycle-3__batch-FJ45__well-E13__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394346/HT-SELEX__ligand-lig147__TF-HOXD12__cycle-3__batch-FJ45__well-E13__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/006/ERR2394346
PRJEB22684	SAMEA104680664	ERX2435150	ERR2394347	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/007/ERR2394347/ERR2394347_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/007/ERR2394347/ERR2394347_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394347/HT-SELEX__ligand-lig147__TF-HOXD12__cycle-4__batch-FJ45__well-E13__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394347/HT-SELEX__ligand-lig147__TF-HOXD12__cycle-4__batch-FJ45__well-E13__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/007/ERR2394347
PRJEB22684	SAMEA104680665	ERX2435151	ERR2394348	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/008/ERR2394348/ERR2394348_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/008/ERR2394348/ERR2394348_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394348/HT-SELEX__ligand-lig147__TF-HOXD3__cycle-1__batch-FJ45__well-F11__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394348/HT-SELEX__ligand-lig147__TF-HOXD3__cycle-1__batch-FJ45__well-F11__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/008/ERR2394348
PRJEB22684	SAMEA104680666	ERX2435152	ERR2394349	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/009/ERR2394349/ERR2394349_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/009/ERR2394349/ERR2394349_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394349/HT-SELEX__ligand-lig147__TF-HOXD3__cycle-2__batch-FJ45__well-F11__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394349/HT-SELEX__ligand-lig147__TF-HOXD3__cycle-2__batch-FJ45__well-F11__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/009/ERR2394349
PRJEB22684	SAMEA104680667	ERX2435153	ERR2394350	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/000/ERR2394350/ERR2394350_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/000/ERR2394350/ERR2394350_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394350/HT-SELEX__ligand-lig147__TF-HOXD3__cycle-3__batch-FJ45__well-F11__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394350/HT-SELEX__ligand-lig147__TF-HOXD3__cycle-3__batch-FJ45__well-F11__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/000/ERR2394350
PRJEB22684	SAMEA104680668	ERX2435154	ERR2394351	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/001/ERR2394351/ERR2394351_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/001/ERR2394351/ERR2394351_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394351/HT-SELEX__ligand-lig147__TF-HOXD3__cycle-4__batch-FJ45__well-F11__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394351/HT-SELEX__ligand-lig147__TF-HOXD3__cycle-4__batch-FJ45__well-F11__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/001/ERR2394351
PRJEB22684	SAMEA104680669	ERX2435155	ERR2394352	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/002/ERR2394352/ERR2394352_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/002/ERR2394352/ERR2394352_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394352/HT-SELEX__ligand-lig147__TF-HOXD4__cycle-1__batch-FJ45__well-O13__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394352/HT-SELEX__ligand-lig147__TF-HOXD4__cycle-1__batch-FJ45__well-O13__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/002/ERR2394352
PRJEB22684	SAMEA104680670	ERX2435156	ERR2394353	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/003/ERR2394353/ERR2394353_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/003/ERR2394353/ERR2394353_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394353/HT-SELEX__ligand-lig147__TF-HOXD4__cycle-2__batch-FJ45__well-O13__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394353/HT-SELEX__ligand-lig147__TF-HOXD4__cycle-2__batch-FJ45__well-O13__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/003/ERR2394353
PRJEB22684	SAMEA104680671	ERX2435157	ERR2394354	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/004/ERR2394354/ERR2394354_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/004/ERR2394354/ERR2394354_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394354/HT-SELEX__ligand-lig147__TF-HOXD4__cycle-3__batch-FJ45__well-O13__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394354/HT-SELEX__ligand-lig147__TF-HOXD4__cycle-3__batch-FJ45__well-O13__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/004/ERR2394354
PRJEB22684	SAMEA104680672	ERX2435158	ERR2394355	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/005/ERR2394355/ERR2394355_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/005/ERR2394355/ERR2394355_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394355/HT-SELEX__ligand-lig147__TF-HOXD4__cycle-4__batch-FJ45__well-O13__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394355/HT-SELEX__ligand-lig147__TF-HOXD4__cycle-4__batch-FJ45__well-O13__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/005/ERR2394355
PRJEB22684	SAMEA104680673	ERX2435159	ERR2394356	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/006/ERR2394356/ERR2394356_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/006/ERR2394356/ERR2394356_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394356/HT-SELEX__ligand-lig147__TF-HOXD9__cycle-1__batch-FJ45__well-P23__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394356/HT-SELEX__ligand-lig147__TF-HOXD9__cycle-1__batch-FJ45__well-P23__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/006/ERR2394356
PRJEB22684	SAMEA104680674	ERX2435160	ERR2394357	32630	synthetic construct	ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/007/ERR2394357/ERR2394357_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR239/007/ERR2394357/ERR2394357_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394357/HT-SELEX__ligand-lig147__TF-HOXD9__cycle-2__batch-FJ45__well-P23__PEread-R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR239/ERR2394357/HT-SELEX__ligand-lig147__TF-HOXD9__cycle-2__batch-FJ45__well-P23__PEread-R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR239/007/ERR2394357
